"*,*,*,*,*,*,*","助動詞,*,*,*,形容詞・イ段,ガル接続,*","名詞,接尾,特殊,*,*,*,*",0
"*,*,*,*,*,*,*","助動詞,*,*,*,形容詞・イ段,体言接続,*","名詞,一般,*,*,*,*,*",0
"*,*,*,*,*,*,*","助動詞,*,*,*,五段・ラ行特殊,命令ｅ,*","助動詞,*,*,*,特殊・ダ,*,*",0
"*,*,*,*,*,*,*","助動詞,*,*,*,五段・ラ行特殊,連用形,*","助動詞,*,*,*,特殊・マス,*,*",0
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ナイ,仮定縮約１,*","名詞,副詞可能,*,*,*,*,*",0
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・マス,命令ｉ,*","記号,括弧閉,*,*,*,*,*",0
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・マス,命令ｉ,*","記号,句点,*,*,*,*,*",0
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・マス,命令ｉ,*","文末,*,*,*,*,*,*",0
"*,*,*,*,*,*,*","接頭詞,形容詞接続,*,*,*,*,*","形容詞,自立,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,サ変・スル,命令ｉ,*","記号,括弧閉,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,サ変・スル,命令ｉ,*","記号,句点,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,サ変・スル,命令ｉ,*","文末,*,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,五段・ラ行特殊,命令ｉ,*","記号,括弧閉,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,五段・ラ行特殊,命令ｉ,*","記号,句点,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,五段・ラ行特殊,命令ｉ,*","文末,*,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・カ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・ガ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・サ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・タ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・ハ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・バ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・マ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,自立,*,*,四段・ラ行,命令ｅ,*","助動詞,*,*,*,不変化型,*,*",0
"*,*,*,*,*,*,*","動詞,接尾,*,*,一段,命令ｒｏ,*","記号,括弧閉,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,接尾,*,*,一段,命令ｒｏ,*","記号,句点,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,接尾,*,*,一段,命令ｒｏ,*","文末,*,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,接尾,*,*,一段,命令ｙｏ,*","記号,一般,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,接尾,*,*,五段・サ行,基本形,*","記号,括弧閉,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,接尾,*,*,五段・サ行,基本形,*","記号,句点,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,接尾,*,*,五段・サ行,基本形,*","文末,*,*,*,*,*,*",0
"*,*,*,*,*,*,*","動詞,非自立,*,*,四段・ハ行,連用形,*","助動詞,*,*,*,特殊・マス,*,*",0
"*,*,*,*,*,*,*","非言語音,*,*,*,*,*,*","記号,括弧閉,*,*,*,*,*",0
"*,*,*,*,*,*,*","非言語音,*,*,*,*,*,*","記号,句点,*,*,*,*,*",0
"*,*,*,*,*,*,*","非言語音,*,*,*,*,*,*","文末,*,*,*,*,*,*",0
"*,*,*,*,*,*,*","名詞,接尾,人名,*,*,*,*","名詞,接尾,サ変接続,*,*,*,*",1000
"*,*,*,*,*,*,*","名詞,接尾,人名,*,*,*,*","名詞,接尾,一般,*,*,*,*",1000
"*,*,*,*,*,*,*","名詞,接尾,人名,*,*,*,*","名詞,接尾,形容動詞語幹,*,*,*,*",1000
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・デス,未然形,*","記号,括弧閉,*,*,*,*,*",1002
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・デス,未然形,*","記号,句点,*,*,*,*,*",1002
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・デス,未然形,*","文末,*,*,*,*,*,*",1002
"*,*,*,*,*,*,*","フィラー,*,*,*,*,*,*","名詞,サ変接続,*,*,*,*,*",1006
"*,*,*,*,*,*,*","名詞,固有名詞,人名,一般,*,*,*","記号,一般,*,*,*,*,*",1006
"*,*,*,*,*,*,*","形容詞,非自立,*,*,*,連用テ接続,*","動詞,自立,*,*,一段,*,*",1007
"*,*,*,*,*,*,*","形容詞,非自立,*,*,*,連用テ接続,*","名詞,形容動詞語幹,*,*,*,*,*",1007
"*,*,*,*,*,*,*","記号,読点,*,*,*,*,*","名詞,固有名詞,組織,*,*,*,*",1010
"*,*,*,*,*,*,*","動詞,自立,*,*,一段,基本形,*","名詞,非自立,助動詞語幹,*,*,*,*",1012
"*,*,*,*,*,*,*","動詞,自立,*,*,一段・病メル,基本形,*","名詞,非自立,助動詞語幹,*,*,*,*",1012
"*,*,*,*,*,*,*","形容詞,自立,*,*,*,文語基本形,*","記号,空白,*,*,*,*,*",1014
"*,*,*,*,*,*,*","形容詞,自立,*,*,*,文語基本形,*","形容詞,自立,*,*,*,*,*",1014
"*,*,*,*,*,*,*","形容詞,自立,*,*,*,文語基本形,*","名詞,サ変接続,*,*,*,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・タ,基本形,*","名詞,非自立,副詞可能,*,*,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","記号,読点,*,*,*,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","助詞,格助詞,連語,*,*,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・カ行イ音便,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・カ行促音便,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・カ行促音便ユク,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・ガ行,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・サ行,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・タ行,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・ナ行,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・バ行,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・マ行,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・ラ行,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・ラ行特殊,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・ワ行ウ音便,*,*",1014
"*,*,*,*,*,*,*","助動詞,*,*,*,特殊・ヤ,基本形,*","動詞,自立,*,*,五段・ワ行促音便,*,*",1014
